slot_time_et,mean_marginal_co2_lbs_per_mwh_Winter,mean_marginal_co2_lbs_per_mwh_Spring,mean_marginal_co2_lbs_per_mwh_Summer,mean_marginal_co2_lbs_per_mwh_Fall,,Hour,Winter,Spring,Summer,Fall
16:40,1037.929366,934.39081,895.516242,759.129196,,,,,,
16:45,1056.354445,876.505007,914.103964,707.822428,,,,,,
16:50,1052.493333,878.884752,884.890493,739.118888,,,,,,
16:55,1001.70445,954.537641,800.341266,762.319557,,,,,,
17:00,1063.965196,975.355307,885.238664,909.358324,,,,,,
17:05,1047.695925,914.037559,955.121316,873.407256,,,,,,
17:10,1082.342069,918.294601,894.377592,880.190454,,,,,,
17:15,1039.632499,956.149443,814.279433,864.829089,,,,,,
17:20,974.332764,938.237114,909.82254,794.001938,,,,,,
17:25,1006.703508,859.417126,804.831765,842.597464,,,,,,
17:30,1015.554577,897.045,909.880054,783.448286,,,,,,
17:35,940.383945,935.746975,890.720993,698.021166,,,,,,
17:40,891.823942,875.688276,890.627399,700.342004,,,,,,
17:45,945.468311,914.456347,920.53484,781.403458,,,,,,
17:50,922.590584,859.773363,851.819113,795.494541,,,,,,
17:55,992.410179,877.674582,830.402343,775.311153,,,,,,
18:00,1002.560673,1052.417774,955.392728,802.914278,,,,,,
18:05,1010.113074,986.732491,974.947654,799.870423,,,,,,
18:10,993.61564,955.342842,936.972707,730.647989,,,,,,
18:15,928.922643,916.201764,923.754639,780.019041,,,,,,
18:20,942.476765,904.206592,883.876299,856.969689,,,,,,
18:25,907.73677,854.598564,885.085371,845.673986,,,,,,
18:30,940.191418,897.318867,903.195495,834.178068,,,,,,
18:35,1018.930609,932.457048,868.085884,947.463116,,,,,,
18:40,1005.819555,813.981041,828.14559,850.910471,,,,,,
18:45,989.240026,846.242533,948.279068,862.358779,,,,,,
18:50,1012.984064,858.900244,815.586826,887.957162,,,,,,
18:55,1003.879792,796.940067,812.066693,873.036966,,,,,,
19:00,1072.861137,923.967074,888.230075,914.442034,,,,,,
19:05,946.591228,991.229485,848.210358,818.430509,,,,,,
19:10,994.178724,882.485731,869.585634,880.42477,,,,,,
19:15,990.893103,883.28611,853.656584,931.91412,,,,,,
19:20,1045.615499,881.237116,953.474179,949.814091,,,,,,
19:25,967.905818,870.830839,936.834597,904.087438,,,,,,
19:30,1027.446063,880.241719,924.868334,932.689492,,,,,,
19:35,1071.02268,958.874981,931.34397,899.217972,,,,,,
19:40,1044.641159,987.800464,910.982331,924.351438,,,,,,
19:45,1028.200535,971.561174,977.198585,913.476695,,,,,,
19:50,1059.266769,938.779353,906.943406,910.212945,,,,,,
19:55,1063.553117,991.730867,926.114556,920.988591,,,,,,
20:00,1051.316543,991.59459,966.458711,944.253209,,,,,,
20:05,1025.196471,932.75435,940.172172,796.309423,,,,,,
20:10,1099.108943,888.47411,934.51571,871.461323,,,,,,
20:15,1026.175033,912.705522,903.06056,901.313219,,,,,,
20:20,1077.003281,941.301662,918.686731,964.207791,,,,,,
20:25,1001.241903,917.474078,969.998766,975.773261,,,,,,
20:30,1032.050981,955.33519,947.658491,983.561949,,,,,,
20:35,1056.224285,1016.345769,983.925879,1022.793563,,,,,,
20:40,1025.121308,997.607659,1002.95344,1070.92189,,,,,,
20:45,1100.899635,949.894636,1064.545915,954.905015,,,,,,
20:50,1093.60974,1027.356121,1016.530332,972.629938,,,,,,
20:55,1134.532506,1005.173853,1165.75074,1083.14001,,,,,,
21:00,1080.050093,1015.413906,1107.397939,1045.347881,,,,,,
21:05,1026.838006,937.204175,1002.947419,946.584895,,,,,,
21:10,1061.955105,991.798185,1057.89927,814.716075,,,,,,
21:15,1136.114268,1037.445475,1029.859326,866.747876,,,,,,
21:20,1079.380404,1015.920084,1059.11521,917.768808,,,,,,
21:25,1027.629502,995.815091,968.929736,922.377811,,,,,,
21:30,1148.3942,1136.318026,1064.218993,998.875329,,,,,,
21:35,1062.285451,995.32361,1175.667606,1054.826402,,,,,,
21:40,1102.446063,1087.553868,1178.195988,913.789835,,,,,,
21:45,1082.441334,1038.131537,1130.154219,1075.656741,,,,,,
21:50,1064.634574,994.934327,1168.996703,999.758357,,,,,,
21:55,1069.536849,1070.282369,1185.11857,1111.162834,,,,,,
22:00,1016.63824,1053.847068,1231.504575,1078.326915,,,,,,
22:05,1068.850354,1014.940299,1204.170639,954.782093,,,,,,
22:10,1041.819025,1058.748048,1240.295897,945.116985,,,,,,
22:15,1095.040083,1044.637722,1153.019405,961.542674,,,,,,
22:20,1048.696634,1048.23157,1146.469714,1008.229632,,,,,,
22:25,1088.740177,1090.727793,1165.736463,1130.561824,,,,,,
22:30,1036.949721,1019.300597,1214.286089,1105.906492,,,,,,
22:35,1007.571502,1013.186171,1270.055682,1066.2963,,,,,,
22:40,1123.240095,1112.137146,1309.770261,1064.309757,,,,,,
22:45,1125.729377,1051.614701,1347.937331,1042.583327,,,,,,
22:50,1097.394438,1098.644245,1341.352138,1015.56218,,,,,,
22:55,1089.072715,1096.54659,1348.28414,1147.154735,,,,,,
23:00,1110.209744,1119.867476,1223.314792,1026.812569,,,,,,
23:05,994.230408,1082.675931,1285.589841,998.784051,,,,,,
23:10,972.701371,1011.517612,1163.865986,959.284685,,,,,,
23:15,1031.711183,1014.470445,1252.380284,1004.676388,,,,,,
23:20,1012.377078,1091.625821,1267.884534,1005.609306,,,,,,
23:25,1067.931358,1086.986711,1236.503058,1060.664804,,,,,,
23:30,1088.249925,1063.044765,1298.78867,1082.965228,,,,,,
23:35,1024.159584,988.353072,1369.100607,1068.221191,,,,,,
23:40,1002.606554,1037.039525,1384.474078,1147.16039,,,,,,
23:45,1110.12322,1013.635481,1406.376121,974.570445,,,,,,
23:50,998.590747,1038.555721,1364.82314,1141.221024,,,,,,
23:55,1030.074469,976.615985,1249.494313,1146.221883,,,,,,
